iter	Logloss
200	0.3155323975
201	0.3153905518
202	0.3152361816
203	0.3151221924
204	0.3149910156
205	0.314852124
206	0.3147081787
207	0.3145715576
208	0.3144287842
209	0.3142793701
210	0.3142004395
211	0.314111084
212	0.3139966064
213	0.3138548828
214	0.3137134033
215	0.3135547363
216	0.3134291016
217	0.3133457031
218	0.3132394287
219	0.3131033691
220	0.31299646
221	0.3128631592
222	0.3127418945
223	0.3126123779
224	0.3124655518
225	0.3123432129
226	0.312230127
227	0.3121227051
228	0.3120124756
229	0.3119187012
230	0.3118184814
231	0.3117198242
232	0.3116442383
233	0.3115384521
234	0.3114268555
235	0.3113193848
236	0.3112184814
237	0.3111205078
238	0.311012207
239	0.3109113525
240	0.3108020264
241	0.3107202881
242	0.3106349365
243	0.3105681641
244	0.3104810059
245	0.3103920898
246	0.3102852783
247	0.310186792
248	0.3101082275
249	0.3099932129
250	0.3099299316
251	0.3098547363
252	0.3097992187
253	0.3097037598
254	0.3096259033
255	0.3095443359
256	0.3094709961
257	0.3093662354
258	0.3093013916
259	0.3092361328
260	0.3091713623
261	0.3091103271
262	0.3090460449
263	0.3089922119
264	0.3089266846
265	0.3088511719
266	0.3087704346
267	0.3086756592
268	0.3085994629
269	0.3085249268
270	0.3084588867
271	0.3083765869
272	0.3083192871
273	0.308253418
274	0.3081875
275	0.3081372803
276	0.3080664307
277	0.3080014893
278	0.3079453857
279	0.3078809082
280	0.3078320801
281	0.3077546143
282	0.3076870361
283	0.3076309326
284	0.3075468506
285	0.3074974854
286	0.3074217773
287	0.3073369629
288	0.3072684082
289	0.3072046875
290	0.3071612549
291	0.3070996826
292	0.3070493408
293	0.3069754639
294	0.3069383301
295	0.3068926025
296	0.3068277588
297	0.306790332
298	0.3067391846
299	0.3066738525
300	0.3065981934
301	0.3065314209
302	0.3064862305
303	0.3064393555
304	0.3063572021
305	0.3063052979
306	0.3062307373
307	0.3061949219
308	0.3061388916
309	0.3060894287
310	0.3060645508
311	0.3060033936
312	0.3059659668
313	0.3059104248
314	0.3058584473
315	0.3058189941
316	0.3057614258
317	0.3057014404
318	0.3056555176
319	0.3056103516
320	0.3055522217
321	0.305487207
322	0.3054356689
323	0.3054023682
324	0.3053731445
325	0.305307959
326	0.3052734863
327	0.3052390381
328	0.3052071289
329	0.3051518311
330	0.3051259033
331	0.3050735107
332	0.3050463623
333	0.3050064941
334	0.3049695557
335	0.3049261719
336	0.304860498
337	0.3048
338	0.3047408447
339	0.3047052734
340	0.3046632324
341	0.3046127686
342	0.3045446777
343	0.3044962891
344	0.3044548584
345	0.3044203613
346	0.3043782959
347	0.3043397705
348	0.3042855713
349	0.3042365967
350	0.3041806885
351	0.3041424316
352	0.3041120605
353	0.3040704102
354	0.3040265869
355	0.3039914062
356	0.3039669922
357	0.3039372314
358	0.3039158447
359	0.3038802979
360	0.303830835
361	0.3038023193
362	0.3037788574
363	0.3037411133
364	0.3037098389
365	0.3036610107
366	0.3036062256
367	0.3035767334
368	0.303533374
369	0.3034803467
370	0.3034601074
371	0.3034271973
372	0.3033896484
373	0.3033587158
374	0.3033428467
375	0.3032766846
376	0.3032296875
377	0.3032118652
378	0.303177124
379	0.3031419434
380	0.3031114502
381	0.3030835693
382	0.3030346924
383	0.3030092529
384	0.3029926514
385	0.3029450928
386	0.3029161621
387	0.3028654785
388	0.3028407471
389	0.302801123
390	0.3027762451
391	0.3027368652
392	0.3027148193
393	0.3026781494
394	0.3026510254
395	0.302612207
396	0.3025854492
397	0.3025525635
398	0.3025250488
399	0.3024921631
400	0.3024572998
401	0.3024292725
402	0.302398877
403	0.3023683594
404	0.3023267334
405	0.3023035889
406	0.3022735596
407	0.3022399902
408	0.302208252
409	0.3021616699
410	0.3021450195
411	0.3021271973
412	0.3020817627
413	0.3020639893
414	0.3020351074
415	0.3020101562
416	0.3019846924
417	0.3019582031
418	0.3019392578
419	0.3019147949
420	0.3018920654
421	0.3018702148
422	0.3018320068
423	0.3018164307
424	0.3017820313
425	0.3017470459
426	0.3017044922
427	0.3016536621
428	0.3016328125
429	0.301602002
430	0.3015382568
431	0.3015164551
432	0.3014916016
433	0.3014671143
434	0.3014347656
435	0.301397583
436	0.3013746094
437	0.3013388184
438	0.3013015869
439	0.3012844238
440	0.3012562012
441	0.3012224854
442	0.3011939453
443	0.3011733643
444	0.3011471191
445	0.3011026611
446	0.3010563965
447	0.3010435059
448	0.3010273926
449	0.3009919922
450	0.3009698975
451	0.3009275879
452	0.3008964844
453	0.300875293
454	0.3008438232
455	0.3008161377
456	0.3007986328
457	0.3007573975
458	0.3007271729
459	0.3006901367
460	0.3006561035
461	0.3006376953
462	0.300629834
463	0.300580835
464	0.3005464844
465	0.3005126709
466	0.3004892578
467	0.3004797119
468	0.3004581055
469	0.3004400635
470	0.3004010498
471	0.3003735352
472	0.3003494629
473	0.3003220703
474	0.3002922852
475	0.300270459
476	0.3002581299
477	0.300222998
478	0.3001934814
479	0.3001643799
480	0.3001399414
481	0.3001185791
482	0.3000935303
483	0.3000816162
484	0.3000544678
485	0.3000377686
486	0.3000232422
487	0.3000008789
488	0.2999854736
489	0.2999689697
490	0.2999520264
491	0.2999269043
492	0.2999010742
493	0.2998638184
494	0.2998505615
495	0.2998175537
496	0.2997827881
497	0.2997635254
498	0.299741748
499	0.2997162354
500	0.2996952637
501	0.2996771973
502	0.2996543457
503	0.299626416
504	0.2996070801
505	0.2995897217
506	0.2995799072
507	0.2995450439
508	0.2995191406
509	0.2994968018
510	0.2994812744
511	0.2994462402
512	0.2994208252
513	0.2993915771
514	0.2993774902
515	0.2993522217
516	0.2993221191
517	0.2992957764
518	0.2992733154
519	0.2992517334
520	0.2992169434
521	0.2991832275
522	0.2991535645
523	0.2991310059
524	0.2990778809
525	0.2990381104
526	0.2990188477
527	0.2989979248
528	0.2989704834
529	0.2989570801
530	0.2989309082
531	0.2989141602
532	0.2988985596
533	0.2988679443
534	0.2988429443
535	0.2988207764
536	0.2987937988
537	0.2987585938
538	0.2987448242
539	0.2987234131
540	0.2987048096
541	0.2986768311
542	0.2986552246
543	0.2986333008
544	0.2986156738
545	0.29858479
546	0.2985574219
547	0.2985459473
548	0.2985246094
549	0.2984867676
550	0.2984729004
551	0.2984405762
552	0.298412207
553	0.2983950439
554	0.2983755371
555	0.298352832
556	0.2983216064
557	0.2982879395
558	0.2982590088
559	0.2982361328
560	0.2982171875
561	0.2981935547
562	0.2981781738
563	0.2981578613
564	0.2981358887
565	0.2981157715
566	0.2980982178
567	0.2980744629
568	0.2980498047
569	0.2980324219
570	0.2980217285
571	0.2980039063
572	0.2979856934
573	0.2979671387
574	0.2979497314
575	0.2979368408
576	0.2979076904
577	0.2978777832
578	0.2978522461
579	0.2978418213
580	0.2978145508
581	0.297791626
582	0.2977533447
583	0.2977425293
584	0.2977291992
585	0.2977073242
586	0.2976860596
587	0.2976728516
588	0.2976544922
589	0.297622876
590	0.2975914307
591	0.2975710693
592	0.2975501709
593	0.297523877
594	0.2975026611
595	0.2974766602
596	0.2974602051
597	0.2974435547
598	0.2974247559
599	0.2974016357
600	0.2973784668
601	0.2973419922
602	0.2973241943
603	0.2973124756
604	0.2972839844
605	0.2972631104
606	0.2972372314
607	0.2972202393
608	0.2972088379
609	0.2971945557
610	0.2971861328
611	0.2971686279
612	0.2971548584
613	0.2971362305
614	0.2971000732
615	0.2970727539
616	0.2970595459
617	0.2970374756
618	0.2970250977
619	0.2969794189
620	0.2969491699
621	0.2969277344
622	0.2969076904
623	0.2968968262
624	0.2968793945
625	0.2968609375
626	0.2968335205
627	0.2968186523
628	0.2968032471
629	0.2967750977
630	0.2967578125
631	0.2967325928
632	0.2967039307
633	0.2966931152
634	0.2966767822
635	0.296664209
636	0.2966552734
637	0.296644751
638	0.2966273682
639	0.2966161865
640	0.2966013916
641	0.2965878906
642	0.2965697266
643	0.2965562744
644	0.2965357666
645	0.2965185547
646	0.2964912598
647	0.2964693115
648	0.2964506836
649	0.296432373
650	0.296418335
651	0.2964004883
652	0.296390918
653	0.2963793457
654	0.2963521973
655	0.2963372559
656	0.2963178223
657	0.2963028564
658	0.2962828857
659	0.2962666016
660	0.2962500977
661	0.2962403809
662	0.2962304932
663	0.296198291
664	0.2961877441
665	0.296167627
666	0.2961518311
667	0.2961249268
668	0.2961119873
669	0.2960983643
670	0.2960711914
671	0.2960406494
672	0.2960272461
673	0.2960203369
674	0.2960101807
675	0.2959843506
676	0.2959669434
677	0.2959543701
678	0.2959434326
679	0.295916626
680	0.2958893066
681	0.2958693359
682	0.2958631592
683	0.295848584
684	0.295835083
685	0.2958164307
686	0.2957931885
687	0.2957813721
688	0.2957655029
689	0.2957604736
690	0.295744873
691	0.2957213379
692	0.2957074219
693	0.29569104
694	0.2956769775
695	0.2956656738
696	0.2956498779
697	0.2956226563
698	0.2956047363
699	0.2955889648
700	0.2955770752
701	0.295558374
702	0.2955349854
703	0.2955015869
704	0.295479834
705	0.2954627441
706	0.2954494629
707	0.2954250977
708	0.2954053467
709	0.2953756836
710	0.2953692139
711	0.29535354
712	0.2953411621
713	0.2953276611
714	0.2953069336
715	0.2952891357
716	0.2952697266
717	0.2952475342
718	0.295232666
719	0.2952212158
720	0.295204541
721	0.2951765381
722	0.2951637695
723	0.2951507568
724	0.2951375488
725	0.2951180176
726	0.2950995605
727	0.2950836426
728	0.2950720459
729	0.2950577637
730	0.2950469727
731	0.2950281006
732	0.2950111816
733	0.294986084
734	0.2949776123
735	0.2949605957
736	0.2949456055
737	0.2949183594
738	0.2949055908
739	0.2948784668
740	0.2948658447
741	0.2948419922
742	0.2948245117
743	0.2948125244
744	0.2947959961
745	0.2947875732
746	0.2947723389
747	0.2947611328
748	0.2947441895
749	0.2947202637
750	0.2946823242
751	0.2946696533
752	0.2946408203
753	0.2946217285
754	0.2946070068
755	0.294597998
756	0.2945851807
757	0.2945712402
758	0.2945632812
759	0.2945437256
760	0.2945258301
761	0.2945052734
762	0.2944844482
763	0.2944683105
764	0.2944376709
765	0.2944260498
766	0.2944144043
767	0.2943973877
768	0.2943824219
769	0.2943772217
770	0.2943591064
771	0.2943343994
772	0.2943255859
773	0.2943158936
774	0.2942990234
775	0.2942834717
776	0.2942758301
777	0.2942610107
778	0.2942428711
779	0.2942290527
780	0.2942108643
781	0.294202002
782	0.2941865723
783	0.2941712646
784	0.2941663818
785	0.2941558105
786	0.2941429932
787	0.2941346191
788	0.2941129883
789	0.2940964355
790	0.294087793
791	0.2940725342
792	0.2940612549
793	0.2940521973
794	0.294036377
795	0.2940243408
796	0.2940118164
797	0.2940015869
798	0.2939818848
799	0.2939591553
800	0.2939371094
801	0.2939251465
802	0.2939022217
803	0.2938735596
804	0.2938584961
805	0.2938498535
806	0.2938354736
807	0.2938165527
808	0.2938014404
809	0.2937826172
810	0.293770752
811	0.2937577393
812	0.2937447266
813	0.293723877
814	0.2937019531
815	0.2936806396
816	0.2936613281
817	0.29365
818	0.2936325195
819	0.2936112061
820	0.2935991943
821	0.2935843994
822	0.293574292
823	0.293559082
824	0.2935394043
825	0.2935225586
826	0.2935101318
827	0.2934915527
828	0.2934854736
829	0.293470459
830	0.2934578369
831	0.2934404297
832	0.2934264648
833	0.2934092285
834	0.2933910889
835	0.2933843262
836	0.2933641113
837	0.293353125
838	0.2933299805
839	0.2933174316
840	0.2932895508
841	0.293270166
842	0.2932541504
843	0.2932349609
844	0.2932179443
845	0.2932013672
846	0.2931811035
847	0.2931632568
848	0.2931528076
849	0.2931413818
850	0.2931290039
851	0.2931150146
852	0.2930913818
853	0.2930785156
854	0.2930667969
855	0.2930479248
856	0.2930333496
857	0.2930143066
858	0.292995166
859	0.2929885254
860	0.2929647705
861	0.2929512207
862	0.292935498
863	0.292924707
864	0.2929106934
865	0.2928907471
866	0.2928787598
867	0.2928670654
868	0.2928481689
869	0.2928341309
870	0.2928171143
871	0.2927834473
872	0.2927717529
873	0.2927549316
874	0.2927468506
875	0.2927240234
876	0.2927141113
877	0.2927020752
878	0.2926894043
879	0.2926775146
880	0.2926610596
881	0.2926461182
882	0.2926329102
883	0.292626709
884	0.2926092041
885	0.2925996094
886	0.2925896484
887	0.2925778076
888	0.2925688232
889	0.2925603271
890	0.2925483154
891	0.2925380615
892	0.2925064697
893	0.292495459
894	0.2924830566
895	0.2924740967
896	0.2924588867
897	0.292449292
898	0.2924329346
899	0.292415918
900	0.2924028809
901	0.2923789795
902	0.2923547363
903	0.2923381836
904	0.2923241699
905	0.2923145508
906	0.2922976074
907	0.2922790283
908	0.2922655273
909	0.2922459229
910	0.2922311035
911	0.292219751
912	0.2922043213
913	0.2921907715
914	0.2921805664
915	0.2921662109
916	0.2921527832
917	0.29214646
918	0.2921336914
919	0.2921175049
920	0.2921087646
921	0.2920952393
922	0.2920788086
923	0.2920681641
924	0.292055835
925	0.2920474365
926	0.2920385986
927	0.2920139404
928	0.2920043701
929	0.2919673828
930	0.2919507568
931	0.2919332275
932	0.2919178711
933	0.2918965088
934	0.2918839844
935	0.2918725098
936	0.2918540283
937	0.2918406006
938	0.2918252686
939	0.2918149902
940	0.2917943359
941	0.291785083
942	0.2917784424
943	0.2917656982
944	0.2917515625
945	0.2917426758
946	0.2917302246
947	0.2917117676
948	0.2916915527
949	0.2916769287
950	0.2916678955
951	0.2916568604
952	0.2916461182
953	0.2916351318
954	0.2916117188
955	0.2915799561
956	0.2915687012
957	0.2915567871
958	0.2915415283
959	0.2915329102
960	0.2915212158
961	0.2915098389
962	0.2914989258
963	0.2914826172
964	0.2914696289
965	0.2914579346
966	0.2914470459
967	0.2914402588
968	0.2914312256
969	0.2914167969
970	0.291402832
971	0.2913938965
972	0.2913829102
973	0.2913671387
974	0.2913577637
975	0.291345166
976	0.2913357666
977	0.2913298096
978	0.2913180664
979	0.2912951172
980	0.2912824219
981	0.2912708008
982	0.2912596924
983	0.2912354004
984	0.2912236084
985	0.2912162842
986	0.2912109131
987	0.2911976318
988	0.2911894775
989	0.2911701416
990	0.2911626709
991	0.291134375
992	0.2911279541
993	0.2911156982
994	0.2911042236
995	0.2910937256
996	0.2910741699
997	0.2910595703
998	0.2910510986
999	0.2910441406
